danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.681,0.829,-6.894,0.101,0.000511,1.09e-05,0.112,0.782,94.067,2Jpm7obuQxAYilV0WyJJL4,234000
0.431,0.959,-4.257,0.0854,6.13e-05,6.19e-06,0.118,0.269,153.925,3v0ylYF51SKkgAi4PrfKTq,176160
0.608,0.668,-6.106,0.047,0.167,0.0,0.511,0.6,120.046,30qdwcNJ4n2iJqh75hmWak,195267
0.352,0.73,-8.324,0.057,0.0149,0.0,0.352,0.519,79.197,5dSdEPRHR4c8v5fxS2F4Z6,192500
0.678,0.836,-4.756,0.0701,0.218,0.0,0.408,0.587,119.991,321oPqDyDoXUEtUCCC653i,218974
0.523,0.785,-6.847,0.0422,0.0286,1.85e-06,0.174,0.249,132.967,5TRxRgfNBFHkMdc4G80D7H,212062
0.686,0.721,-6.242,0.0676,0.146,0.0,0.119,0.581,106.979,5S4DNkS16Tw4WupYDA2EQQ,221147
0.523,0.88,-5.118,0.0375,0.0214,1.85e-06,0.312,0.35,107.048,7xskGOQQB3QlmBGlX6aNRX,196240
0.619,0.677,-11.728,0.0746,0.624,6.46e-05,0.0589,0.571,177.873,6hHUiDe461VUoTHnsplRYs,296360
0.845,0.471,-11.936,0.0464,0.366,0.000751,0.102,0.846,117.525,6l0YGgpPrY8kc4u2hMVUYB,126317
0.466,0.929,-3.308,0.0546,0.00692,0.0,0.238,0.564,148.079,6FloKsrJUSnIjzB62E0MJE,210213
0.485,0.994,-2.054,0.0987,0.000296,5.42e-05,0.0607,0.375,132.067,7kKzCe0S5urYrrVthRfAzu,168533
0.415,0.944,-3.635,0.0605,0.00377,0.0,0.172,0.654,156.033,6PJF2wQhyaoPyuo9RyWiBi,201627
0.363,0.934,-2.919,0.0513,0.00395,0.0,0.175,0.398,166.098,1cE40YmavACfIDJRx65FvA,203107
0.515,0.887,-3.211,0.0582,0.000355,0.0,0.387,0.406,114.985,6a6QNX9CkU9pqTlXgzzUpR,189920
0.294,0.859,-4.146,0.0433,0.0279,0.0,0.224,0.162,168.054,5ZCamFAQKj3DiXmGhmfDT1,259200
0.581,0.954,-4.212,0.0337,0.000607,0.00157,0.125,0.826,113.999,2GKykt8zD1GJBVqa7fWbkI,205973
0.668,0.853,-5.979,0.0497,0.0057,0.0,0.0853,0.836,113.957,5EuvBtG1RcgGHNvaS98AwJ,216693
0.472,0.88,-4.925,0.0519,0.0257,0.0,0.0506,0.5,146.929,5bHwCxqs3jhxjDeztcHFpd,198467
0.451,0.955,-4.117,0.0837,0.0176,0.0,0.341,0.533,149.083,5G5vP38QuWBerw1FlA3c6O,154133
0.589,0.555,-9.401,0.0334,0.444,0.0,0.0806,0.446,151.993,48o0PPtAhUkvp04OiFokZc,279573
0.409,0.872,-5.257,0.111,0.000154,5.08e-05,0.167,0.412,200.243,3JdtnzG1qxSugpXwNuoo9v,201467
0.493,0.885,-4.531,0.0479,0.00545,0.0,0.111,0.496,81.781,2h5Kce0Vt3PWgMYkYuUL3E,198360
0.534,0.922,-2.305,0.0568,0.00216,6.34e-05,0.257,0.71,98.022,2HaUEu0wAO5AOT0UB3i0LO,184773
0.546,0.97,-2.661,0.097,0.000823,2.08e-05,0.275,0.383,100.065,0INUE1K7cEiE8VH63Rv5RJ,216427
0.444,0.984,-4.997,0.146,2.22e-05,0.0899,0.0668,0.339,129.905,15TzkwxGNvM3RGib0YkH4T,243933
0.453,0.965,-3.388,0.141,0.000857,0.00275,0.0741,0.743,188.155,0h5D9uxuZRAfq6qMMX34vN,215307
0.262,0.867,-4.472,0.0481,0.00216,0.00173,0.0858,0.485,179.985,2EItYZ8aRACXf8ZHjX6taf,172587
0.465,0.517,-6.189,0.0284,0.00854,0.0403,0.209,0.137,136.176,1TvNcWY7WwPLQINhimxycA,284373
0.395,0.955,-3.352,0.12,0.0176,0.0,0.585,0.283,168.005,2WhDg8UWljoAl8oNh8uZbJ,181307
0.438,0.938,-5.611,0.094,0.00842,1.08e-06,0.806,0.584,160.212,61XspFITuKmAlYdQacNCbF,181493
0.533,0.755,-7.761,0.0274,0.105,0.0,0.0675,0.44,104.62,3MocESR9QPrmJlELXtPlpR,280600
0.389,0.873,-5.75,0.0375,5.69e-05,0.0,0.0676,0.546,148.586,3zZEHEjHjhiEXUAd1gZ64b,284133
0.475,0.789,-5.626,0.037,0.00148,0.0,0.0896,0.229,112.642,34NS8ZdrkFfokuIXin2BMj,273840
0.388,0.885,-3.907,0.0453,0.0135,0.0,0.241,0.836,93.039,5eNwtteUc2tcSAYudkIAUB,177133
0.383,0.744,-5.462,0.0393,0.000613,0.0,0.0779,0.308,173.276,0GYtIZTQItfvCFzNT8dsu3,308253
0.368,0.842,-5.794,0.0516,0.00852,0.0,0.11,0.607,179.427,2WtcIzsQWb5PDO3AaGcXMK,290653
0.517,0.979,-3.557,0.194,0.000711,0.016,0.32,0.364,151.863,5xdvQfmWVgLJ6XVlRx9ygM,171507
0.653,0.987,-3.339,0.0576,0.000625,0.00122,0.346,0.425,119.827,5vJ7ZOkCv5joK9nhvimJVz,186667
0.465,0.987,-3.16,0.1,8.95e-06,0.00312,0.189,0.313,132.883,1x02nESeYH7XN2JBjZLZ3e,184400
0.492,0.966,-4.428,0.0444,1.6e-05,0.881,0.305,0.576,134.849,7pz7wYAGlUaL8HwZsXaqgS,173920
0.528,0.942,-3.022,0.0694,0.0365,3.33e-05,0.119,0.779,161.687,1Z3Ab2wzh9vjzBeQftj7bC,185760
0.607,0.951,-3.25,0.0475,5.52e-05,0.482,0.0824,0.84,144.777,1RwvxzZkzZOhkvK1M8sXq4,161467
0.62,0.939,-3.605,0.0916,0.000261,0.0855,0.0676,0.675,104.859,4L3q3sLHp0j3EQVhHeUyMT,194227
0.46,0.92,-4.919,0.0571,0.000393,7.98e-05,0.584,0.554,171.793,0QRExvwUce621wOKsaKu2U,199840
0.611,0.981,-3.486,0.101,0.00105,0.0121,0.167,0.518,109.842,6hlMiYnkM2z7CcHb5u4OZu,175653
0.631,0.769,-4.486,0.0289,0.00341,0.00744,0.0962,0.719,101.741,22EVJZ9AdMhHdcVjcSTpqR,178933
0.568,0.977,-3.924,0.0892,0.000622,0.734,0.138,0.412,151.878,611IBiK0LYXXvYpux73IxX,194613
0.567,0.993,-2.814,0.115,3.78e-05,0.842,0.851,0.561,129.947,0v5M9MCcXgc40YgEzIdd8Z,205427
0.482,0.992,-2.98,0.0593,3.48e-05,0.0605,0.123,0.43,130.015,3dnpNGfrh9R9pT1j5jCffh,192947
0.396,0.976,-3.802,0.0831,0.000126,0.221,0.218,0.629,200.066,37D2sTAKPiyJMfmv4DzviO,196947
0.392,0.951,-4.716,0.0599,3.31e-05,0.147,0.0779,0.638,179.988,2vkDzSaJBOOXT1XreuzXUG,206120
0.529,0.994,-3.723,0.0685,0.000709,0.824,0.386,0.193,124.935,5cwxdI0jZMAiRXnRB5BAZv,219547
0.423,0.767,-11.048,0.0512,0.000695,0.379,0.166,0.63,128.644,7HjQuhMqkT5ULxKEIJ0oDg,160467
0.326,0.926,-6.033,0.104,0.00105,0.0,0.15,0.462,168.49,1J307YEKcn9pH7QT5fXTLt,208507
0.32,0.97,-5.315,0.124,0.000617,0.000794,0.864,0.364,86.622,2jKoErPI2LeVK91jyXkJl2,149027
0.433,0.891,-5.658,0.117,0.000485,9.55e-06,0.0953,0.326,119.126,4fNnmXMX9Ov6tkasF6Cueq,223933
0.172,0.887,-6.546,0.0699,0.000984,0.000772,0.196,0.485,177.934,29hK1AWPIlLIVJyx32MA4o,270200
0.31,0.865,-6.655,0.102,0.000518,1.52e-05,0.122,0.574,168.218,6pz3atMmZQEVWeQa0LCO2x,161333
0.353,0.95,-7.425,0.0949,0.000464,0.00133,0.321,0.406,144.431,5GAbgk8Do2VMX6t5nJGobm,200040
0.336,0.912,-6.395,0.0677,0.000542,0.0,0.391,0.655,166.984,4TNReLVLfwYZ4D1U7NWyvj,153400
0.342,0.932,-6.769,0.0574,0.00867,0.000166,0.0859,0.4,151.782,0eHGhltTlb6bvUx2RAPfNS,236107
0.395,0.843,-4.476,0.0374,0.00483,0.0,0.0404,0.481,112.423,0nnwn7LWHCAu09jfuH1xTA,212067
0.329,0.949,-4.697,0.0495,0.00014,2.94e-05,0.281,0.611,173.923,2QQ2BHrWAPVQz1LZOesXp8,164600
0.339,0.625,-8.57,0.028,0.057,0.000102,0.229,0.334,104.68,5zmaypMaWb21FUGBxbw8hT,249533
0.322,0.762,-6.929,0.0373,0.000619,0.000498,0.128,0.164,135.593,6cBoE74D5BsIfHVIm2e7vj,237733
0.26,0.903,-7.371,0.0571,0.00177,0.00714,0.339,0.376,171.376,4Gqfcg7Ve6mVepAlYZ5yP3,171733
0.315,0.715,-8.072,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,6Qyc6fS4DsZjB2mRW9DsQs,289533
0.42,0.895,-4.155,0.0614,0.00103,0.000207,0.356,0.577,108.832,4u0mNH2fqIoeeyGff3NLrx,189547
0.338,0.685,-5.178,0.0322,0.00052,0.000512,0.109,0.221,102.192,4KqTGPPmXowMPEoShSVOta,238173
0.344,0.975,-2.819,0.065,0.000315,8.5e-05,0.181,0.245,96.104,66CzvSKJB2OvIbOPu0loMG,267173
0.546,0.631,-5.757,0.0283,0.25,0.0,0.123,0.569,129.556,5fIrBv7PrI2MBcktQOcmpI,178147
0.531,0.908,-2.822,0.0408,0.015,0.00346,0.135,0.174,118.935,1wt8PzNPhWi5o0voZjzhMs,301173
0.486,0.595,-5.009,0.0302,0.00212,0.000264,0.0953,0.331,113.276,2hiB8QxWic092OablwpoVC,213267
0.557,0.951,-3.003,0.033,0.00194,0.000172,0.157,0.528,93.974,35Ms8xegBwsiqlz630Io13,214400
0.514,0.917,-5.706,0.0344,0.000168,1.26e-06,0.0951,0.374,97.606,7txIGZa0tJW0r4cvxGajZu,232067
0.502,0.785,-7.2,0.0294,0.00236,0.000516,0.0906,0.56,93.573,5v3LijPCQPzPACoMCKpxgn,263600
0.44,0.963,-3.858,0.104,8.96e-05,0.00107,0.111,0.35,126.032,0EPNHU5xH5jUfSGrPry8dD,222200
0.301,0.823,-4.072,0.0433,0.000144,0.000309,0.0833,0.372,152.017,1sjrDQXqAa9V07FjKIlAQ4,236867
0.291,0.735,-4.767,0.0415,0.000374,4.53e-06,0.0808,0.19,175.978,5z5ao3FAaVwHk1g7xuOBcB,195467
0.214,0.568,-6.912,0.0382,0.0041,0.00129,0.0767,0.0726,186.376,6jar7eCthtNNa7rh0bw3FH,220093
0.48,0.799,-5.027,0.029,0.00117,2.82e-06,0.052,0.355,152.153,5v6wvFBcvedd6olUk3r9J8,232467
0.317,0.804,-6.504,0.0379,8.08e-05,0.109,0.0995,0.181,164.185,7CIzpZaeeNCtJDi1nqEDXb,254027
0.358,0.92,-5.725,0.0581,2.56e-05,0.000524,0.139,0.497,162.908,6b6gGgD5Ax9GjTUGMP3xzI,238800
0.422,0.93,-5.297,0.0919,0.00012,0.683,0.254,0.201,120.118,1niIoI0IVTswfNxdyzxc4U,220040
0.55,0.934,-5.076,0.0595,0.000113,0.000736,0.18,0.527,112.846,0DVxWV6V1nWa7Ml68Frd3D,195707
0.47,0.915,-6.787,0.1,0.000954,7.58e-06,0.35,0.69,107.569,3nqm3DdVskqbHhmb8S8hMd,193000
0.328,0.843,-6.644,0.0887,0.000111,0.801,0.0496,0.422,113.329,6CqYhhUPJORx1vvdTNc8jv,246000
0.518,0.744,-8.248,0.0374,0.00383,0.007,0.078,0.211,144.019,5kHkaBN8OEQlmXfQkACxSt,219640
0.445,0.708,-6.207,0.0343,0.00112,0.0104,0.0982,0.119,86.875,7slyp653Si99N4yQcJ2E9T,250173
0.542,0.806,-4.973,0.0482,0.0021,0.436,0.291,0.333,140.155,27msmgcdSRniJHfocEf6EH,274333
0.466,0.833,-4.215,0.304,0.0266,0.0,0.0327,0.661,88.785,59WN2psjkt1tyaxjspN8fp,313573
0.47,0.978,-5.399,0.0727,0.0261,1.09e-05,0.356,0.503,117.906,7lmeHLHBe4nmXzuXc0HDjk,210133
0.599,0.957,-5.764,0.188,0.0129,7.06e-05,0.155,0.489,103.68,1wsRitfRRtWyEapl0q22o8,206200
0.459,0.926,-3.415,0.155,0.0239,1.93e-05,0.183,0.569,151.534,2rBHnIxbhkMGLpqmsNX91M,243453
0.62,0.912,-4.011,0.221,0.0728,7.15e-05,0.249,0.291,106.236,25CbtOzU8Pn17SAaXFjIR3,336440
0.443,0.781,-4.277,0.0377,1.33e-05,0.205,0.166,0.372,71.841,1158ckiB5S4cpsdYHDB9IF,214760
0.381,0.905,-5.05,0.0676,0.000107,0.43,0.211,0.396,142.545,0B1Iqqq8wVoXM5R5glHQES,217920
0.507,0.52,-8.725,0.0355,0.0228,0.325,0.108,0.169,127.03,1SeMnyEb5dwCBLU3QUC0K2,320547
0.457,0.964,-2.963,0.0656,0.0001,0.00811,0.67,0.372,111.972,2OUR8g12h5qsGDs1v5lqvp,164987
0.674,0.882,-2.771,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,3kMrazSvILsgcwtidZd1Qd,205733
0.687,0.677,-4.172,0.0508,0.000643,0.000137,0.0564,0.545,75.052,3o7TMr6RmIusYH7Kkg7ujR,199773
0.501,0.905,-5.721,0.0518,1.88e-05,0.765,0.383,0.584,123.277,6nJPHXRpKYv2yqtalEjKy5,225307
0.468,0.769,-7.036,0.041,0.00014,0.00124,0.271,0.17,104.102,2F6FfZ4w8z3eJpSxPotVO5,270920
0.581,0.983,-3.291,0.0636,0.00043,0.00654,0.0806,0.417,110.038,05NpeTQWnzXS1d8ZqL4YFZ,188933
0.577,0.94,-4.439,0.0361,2.42e-05,0.0715,0.347,0.818,116.045,1pHPpLVH2XEN0xYRoQs4wq,172667
0.594,0.893,-3.792,0.0962,0.000523,0.0,0.373,0.417,126.063,2r4DozzHauSjM6NJ7szgVC,229862
0.359,0.955,-2.323,0.12,0.00116,0.0,0.349,0.446,170.033,5pRElcsPZrgZXkoON2o5Go,230427
0.48,0.588,-10.773,0.0339,0.00213,0.712,0.319,0.305,177.018,1IyHPt3b6BrhdMwNyk0VM0,314440
0.343,0.967,-5.45,0.223,9.45e-05,0.00908,0.683,0.166,119.587,5Vip8qySvWP12QaJoPliOA,268800
0.503,0.896,-6.228,0.0436,2.37e-05,0.0355,0.319,0.209,93.953,0oPcNTwHKpYnDZfkcdOsiA,460400
0.501,0.785,-6.205,0.0329,0.000273,0.0123,0.36,0.211,94.109,0iU9Qfn7hoJHbBleOaMOAt,334933
0.552,0.988,-2.555,0.0787,0.000108,0.309,0.846,0.619,139.941,14EORgkbXqIx5K4Haucmnb,229840
0.561,0.337,-9.272,0.0284,0.644,8.79e-05,0.67,0.273,109.373,3V1H6liHwCDcWeqdPJabOM,267253
0.272,0.281,-7.634,0.0287,0.388,2.29e-05,0.158,0.141,89.914,0AfIsqZ4gTUg9CwwW2jLeK,240400
0.312,0.934,-3.793,0.0683,0.000606,6.76e-05,0.115,0.471,201.991,1q9ru9Wx2Q9Ez8irkGcyFa,251840
0.36,0.782,-4.561,0.0452,0.000144,8.84e-06,0.102,0.306,159.985,3tOJwyB7UQnfivxpPFdLuM,250160
0.529,0.841,-4.025,0.0428,5.16e-06,0.000846,0.0404,0.283,101.695,6zPEFBYYo7oMqFiyK7RXJs,203680
0.608,0.798,-5.092,0.0432,0.0736,0.0,0.156,0.501,92.943,6Bjtr3tPdto5nyuLYf61sN,185352
0.404,0.72,-9.18,0.0623,5.59e-05,0.836,0.0466,0.475,121.864,6GtX0jaNL8IjVQfrDBx81z,258467
0.438,0.728,-7.105,0.0458,3.49e-05,0.57,0.0509,0.701,128.04,4YFcGTdgmEuw8xTO4XrxbB,160173
0.422,0.208,-15.886,0.0318,0.896,0.0265,0.192,0.354,111.549,6N7JMoaUYgo4pwPgsnSobr,190587
0.457,0.825,-7.611,0.0268,3.29e-05,0.578,0.0548,0.414,82.539,3cahGAUUQ0n55EjLBs2Wjo,201173
0.417,0.84,-7.861,0.0321,1.22e-05,0.577,0.278,0.254,98.747,3so2oO0PUu9Mj5YTgVd3ef,222726
0.294,0.544,-9.837,0.0339,0.00163,0.44,0.37,0.114,165.942,5vru13VROtnyexNtXsCSl5,416187
0.202,0.665,-9.097,0.0342,2.8e-06,0.928,0.0723,0.36,88.925,1nbXNrayQOc9UGVEudhlaT,246413
0.303,0.925,-7.33,0.0624,9.27e-06,0.757,0.0707,0.308,125.234,17ooOIy6AVLrZZapwldz7e,313267
0.482,0.529,-10.426,0.0271,0.000107,0.546,0.0839,0.0879,145.969,0AJTKW9fVFo3rIXbtTVE3T,348773
0.575,0.274,-13.553,0.0286,0.0111,0.776,0.123,0.112,125.652,2SRBtj64W0Wbs7YMbmxFBw,202320
0.662,0.797,-5.209,0.0951,0.0182,2.26e-05,0.279,0.673,123.947,0QHnxQsdunrlmduVLPQCNy,183577
0.402,0.643,-8.749,0.0317,0.24,3.91e-05,0.118,0.525,150.086,5OuaAMBmGjjJMK7yXpaFAK,199707
0.471,0.357,-11.333,0.0283,0.515,0.00363,0.114,0.278,138.255,3bhbYX5pCnG0lB2gkLSjny,284840
0.531,0.948,-5.438,0.0568,0.006,0.0117,0.694,0.498,136.891,3UrDYCWfY6fTsiA63NNL27,298093
0.608,0.861,-4.733,0.0435,0.000668,0.000105,0.0708,0.558,128.002,2e5npdHzaEWlIsIuzuJT6G,239627
0.442,0.779,-5.269,0.0372,0.000607,1.24e-06,0.0902,0.266,151.76,6YXMUbeqdQUrNhg9GrykN8,258640
0.757,0.634,-7.993,0.0299,0.102,0.0,0.103,0.76,119.985,1AgQqthiTBuJBzkv0o5cFT,211453
0.424,0.835,-5.211,0.0441,0.00175,0.0,0.104,0.384,151.917,1ctnP0eH5JyyBvBdMLSZ96,228947
0.707,0.756,-5.911,0.0407,0.0113,4.49e-06,0.391,0.96,115.047,2l3f1tEaoZlbGSkLoJ5sJc,193613
0.467,0.947,-3.393,0.144,0.000365,0.0,0.212,0.763,157.987,6cXxbf1eyxNDkjbGEawVFV,262613
0.207,0.918,-4.004,0.0648,0.00988,0.0,0.207,0.44,170.016,3CTHgANzW9QQksgDtr37Cs,242920
0.503,0.765,-4.132,0.0327,0.00773,0.0,0.0844,0.372,144.122,7yj0jM8Q5Ylbtu4alGUqMN,258707
0.506,0.889,-3.476,0.0413,0.00062,0.0,0.23,0.647,92.018,3q0QrFifFhq6ewAHGhDYp0,209027
0.461,0.891,-3.184,0.0707,0.0114,0.0,0.315,0.588,92.981,4MAJsaoke2wNUyBl4SR2Q7,172000
0.708,0.734,-13.244,0.0529,0.0451,0.00724,0.788,0.761,122.552,5WwZeusFlxOKmTW25ImmgM,410773
0.805,0.808,-10.641,0.0487,0.0337,0.825,0.0569,0.957,122.87,5aIiyLV7hJKCN8FGxyx40t,300667
0.774,0.754,-5.147,0.0488,0.272,9.05e-05,0.115,0.838,125.973,2ZdslEO8JbxbAfJMSvWn2T,232933
0.586,0.961,-5.497,0.0438,0.000221,0.0295,0.342,0.779,109.987,7KzqENWyLGAJivNTJDBB33,216000
0.535,0.532,-9.865,0.0291,0.508,0.0,0.0868,0.3,79.106,22wWxHGHRH8gZXNDXRgSqY,254476
0.418,0.452,-13.099,0.0356,0.638,0.00026,0.0959,0.168,175.088,54b8qPFqYqIndfdxiLApea,218733
0.427,0.459,-12.442,0.0332,0.116,0.000103,0.132,0.383,129.878,5zH710lFSLtkHbMkslLDjR,293440
0.626,0.746,-8.832,0.0282,0.16,0.0,0.0618,0.8,102.896,5YjKdeES9QRJ8NmF4Xc8pV,310893
0.623,0.909,-4.78,0.0312,0.0717,3.17e-05,0.0579,0.958,104.617,4D6bsg0MqGF0PIZLgDydWp,221653
0.457,0.926,-5.461,0.038,0.000487,5.69e-05,0.0949,0.41,93.964,2gdt70w8DOCWGq1HdkgSUd,202027
0.472,0.671,-4.649,0.029,0.0129,0.0,0.159,0.0681,82.952,77loZpT5Y5PRP1S451P9Yz,232800
0.649,0.718,-6.593,0.0261,0.142,0.0713,0.124,0.718,101.034,2EWpa5XnAuSn0sIkSSIhYk,274093
0.532,0.407,-9.658,0.0233,0.235,0.0,0.117,0.23,83.207,4WUnM4KNZ0kjp0CUeoyOnS,259853
0.384,0.765,-5.256,0.146,0.0419,0.000478,0.217,0.32,81.725,3C0sA33TWbTY6xhqRl9mgH,203636
0.511,0.897,-4.188,0.0503,0.0733,8.21e-06,0.0754,0.593,166.125,2Q8FSuI15McLJw0y7pxdhS,187160
0.392,0.69,-5.04,0.043,0.335,0.0,0.0738,0.476,163.497,1UMceVu1QG1jBag01WhRKy,229024
0.617,0.461,-14.485,0.0434,0.148,0.0151,0.12,0.828,93.853,30jsPpxLvSCYTTTtdjRzBp,288400
0.659,0.776,-5.304,0.0545,0.175,0.0,0.0433,0.816,132.057,7qjZjMEPBc89mv4rDzGrh4,219827
0.747,0.991,-2.681,0.143,0.126,0.0,0.0209,0.584,76.812,3KGOwJjZUTyLv24gzDxPn0,257150
0.788,0.642,-9.467,0.0394,0.0396,0.000242,0.0529,0.901,106.048,1INQHODdz8xth4KOH04RWI,325000
0.669,0.856,-5.944,0.0402,0.053,0.000829,0.841,0.586,125.981,24rMdUn5pUdyANP9juyizN,274286
0.688,0.637,-4.822,0.045,0.0463,0.0,0.44,0.259,97.075,3TXjXFYnUqV6P1SdqJBKfv,199307
0.485,0.613,-4.928,0.0305,0.0303,3.06e-05,0.0991,0.435,143.94,7HmpMbOwGqPe1NPfoWTwSc,325480
0.403,0.395,-7.899,0.0283,0.208,0.138,0.151,0.135,148.122,7bXwpvutpnOLodtVhrBBc4,245053
0.567,0.685,-6.242,0.034,0.355,5.18e-05,0.23,0.335,140.05,6neDd1jEcOWzPPyUWR7bk9,274133
0.439,0.88,-3.471,0.0535,0.0025,0.000289,0.249,0.617,154.943,0mjzhofhRSYMeLowC3i66S,215987
0.332,0.738,-5.062,0.0365,0.0896,0.013,0.164,0.545,80.168,5MUkLqYb8i8I2QcosQvJ09,249493
0.552,0.689,-4.92,0.0442,0.224,0.000182,0.116,0.471,169.729,3MLmUZ3cd1zBHJa7A5IMOM,245907
0.595,0.61,-8.587,0.0292,0.00171,0.000628,0.0926,0.371,155.904,64SVguBEgEtgntsvRkKHV4,252080
0.539,0.637,-8.233,0.0404,0.389,0.119,0.38,0.821,78.47,7ogRfGxK3NFHcwLYacNHGv,392307
0.782,0.713,-6.999,0.0325,0.179,0.0321,0.105,0.572,124.674,0qrOEuhMXqAyMMyfOCZ2yC,251200
0.622,0.638,-11.245,0.0281,0.359,2.8e-06,0.193,0.966,140.257,5MhVlzGZgcqQ1O0OEFTUxf,171400
0.605,0.704,-10.801,0.214,0.0155,0.0,0.21,0.532,91.634,0UA3I3WakyaCLlr5VNmYP9,148140
0.683,0.751,-10.184,0.0346,0.0681,8.36e-06,0.248,0.841,103.036,0hKF8N8aflF1uDzEEnPr2j,266560
0.731,0.555,-13.684,0.0519,0.321,0.000103,0.0527,0.935,131.26,0eti3iRdEgUxwcIcN2N9DY,189427
0.543,0.8,-4.314,0.0265,0.175,0.000167,0.338,0.662,97.094,4TxusZ11elSMVRUFMihBZz,226467
0.599,0.867,-9.516,0.0494,0.0331,9.08e-05,0.116,0.894,108.317,4aczfKPPHlNusfMiN94hHI,204080
0.506,0.899,-4.587,0.0645,0.00175,0.000177,0.0524,0.837,172.63,0ZLYJ5ZUgUrVKtQE04i83v,252027
0.73,0.799,-5.36,0.0695,0.000704,1.98e-06,0.177,0.613,121.291,435l0iGiK64A6US16J1LfI,240141
0.501,0.825,-7.503,0.0346,0.505,2.2e-05,0.361,0.814,106.923,7pTL00cPeIGhvVNlq5qP0k,123453
0.628,0.439,-10.728,0.134,0.332,1.35e-05,0.0555,0.507,127.589,7kDPwGDjxDBONlPpkc1p77,244973
0.414,0.501,-9.105,0.0443,0.253,0.0,0.353,0.452,95.837,76OUhpuAQSQ2orR5TUeeRc,258733
0.535,0.596,-12.033,0.0313,0.115,0.0183,0.0932,0.757,109.319,6MeSDfZgtjw7k9QgdLxbNI,288093
0.453,0.494,-12.039,0.038,0.436,0.0,0.216,0.777,94.431,1yF2tJM1eeMlyTc1OoM48G,258173
0.598,0.564,-6.454,0.032,0.216,0.000204,0.277,0.43,147.619,3Z4ZuDrY684IFTBz2ze708,178840
0.555,0.914,-6.526,0.0995,0.0537,0.0,0.125,0.616,128.703,4tTDkb24puZu7XEAi352ea,177000
0.602,0.732,-8.29,0.0282,0.36,0.000314,0.0755,0.411,129.355,4JAFyW6oZV6DIADeV619QG,312773
0.493,0.708,-5.196,0.0291,0.0575,0.0,0.175,0.547,158.037,5I7oDuQDfhV0syRU3cU7zB,232307
0.603,0.689,-10.729,0.0304,0.0239,3.27e-06,0.33,0.761,99.088,6fLTxkL2wgC40fBM6IIe7r,206440
0.77,0.693,-5.632,0.251,0.112,1.26e-05,0.0993,0.627,92.202,1nU9Fn9kh4pQ9zSghlh1Ka,255627
0.468,0.725,-11.811,0.0291,0.0115,0.00974,0.183,0.919,149.908,2GF56mrTmRxwIFyNtoxVdt,235000
0.411,0.978,-3.801,0.0532,0.00138,3.97e-06,0.0782,0.353,160.478,217a9W3cZ3ur40RFQW2pTo,322640
0.55,0.975,-3.774,0.0656,0.00563,0.0,0.122,0.56,129.296,134cGRMQbwEn7XQcSBFvkm,280133
0.556,0.839,-5.381,0.0353,0.0455,0.000374,0.0929,0.538,143.15,4VDfpqLKbbuMMRIl14LLTg,363893
0.472,0.474,-6.275,0.0329,0.0635,0.0,0.366,0.349,115.998,3aoiyIoRfmRFofczEx6N4t,388333
0.395,0.85,-3.846,0.0505,0.00291,1.18e-06,0.165,0.662,155.201,5EvmbJOcjZkO5KBWqvtYOP,284507
0.358,0.941,-4.431,0.0423,0.00186,0.0084,0.0782,0.459,154.478,2keMShjjogSGV9h3UMGyJe,333040
0.438,0.616,-5.558,0.03,0.0203,0.0,0.117,0.345,130.84,6f6vA6XGcbR26hrQd0Z6qx,232333
0.545,0.894,-3.301,0.0919,0.038,0.0,0.0962,0.672,115.437,3LOd1RrPXGA8Dnl3yxCcjS,205560
0.371,0.985,-2.644,0.128,0.00889,0.000663,0.56,0.427,144.986,5L0sMSgTmwv7GaghshOmJ5,220627
0.444,0.948,-2.938,0.164,0.0033,6e-06,0.601,0.489,75.665,4XLROKNCwP8sKHpJvLxnFB,242573
0.513,0.749,-3.349,0.0419,0.217,0.000352,0.124,0.838,187.659,4gYTvZNbAcljgqQcqPChXN,223533
0.317,0.945,-3.968,0.0916,0.0586,3.85e-05,0.486,0.552,102.568,4WaR2Lmf4fAyLPeyMvaXfk,268227
0.86,0.827,-7.952,0.245,0.703,0.0153,0.0526,0.856,114.091,7dMB6eAJ5YTAf6vrOoilvE,471907
0.627,0.619,-5.579,0.0251,0.162,0.000169,0.179,0.366,86.449,2l0b86cjLWANrkLHDsLJwX,200813
0.645,0.596,-5.279,0.0298,0.586,4.52e-05,0.293,0.386,138.102,4R9ef6wmHTmWvVJII6uCWZ,255320
0.756,0.843,-5.315,0.0476,0.4,0.0104,0.0654,0.841,139.51,6l9gVPHFaUfigHEiWqSh45,253507
0.795,0.71,-4.746,0.0392,0.443,0.0215,0.344,0.845,109.689,3hJLKtTpgct9Y9wKww0BiR,288667
0.498,0.889,-5.413,0.0546,0.0947,1.62e-06,0.733,0.696,134.88,15BQ7vEDv2LJuh8TxWIhtd,283360
0.724,0.523,-11.139,0.116,0.0745,0.703,0.0811,0.965,185.075,4xiyq1iRdsxuU1BPUJ490Z,203267
0.437,0.94,-6.946,0.0426,0.0524,0.000573,0.222,0.48,151.417,4NnWuGQujzWUEg0uZokO5M,212013
