danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.601,0.749,-4.635,0.0456,0.102,0.0,0.0877,0.338,160.34,7p7udRRU9gjIarwcMQr5JC,239547
0.715,0.8,-5.144,0.057,0.0271,0.0,0.0648,0.445,129.023,1XyL3J7eTTKnxRZAM3LqIT,216147
0.736,0.824,-4.231,0.0672,0.00358,0.000921,0.329,0.443,124.954,4QCVvLRNP45j83odN8Gzml,226227
0.683,0.906,-4.117,0.0373,0.00315,2.5e-06,0.109,0.54,119.973,7CwboxAi6CvMcWrDfbxttR,208133
0.898,0.81,-5.822,0.0838,0.0223,1.47e-06,0.0763,0.835,120.001,3im8vluqbDsafyWEwBJdme,256253
0.699,0.812,-5.772,0.135,0.00461,0.0161,0.397,0.749,127.916,4CnbiWjq0i7YPhKNnmt10T,217270
0.566,0.868,-2.328,0.0855,0.0316,0.0,0.0865,0.678,127.54,4T06EFJ7j9cXv0Uwo54Obf,217487
0.495,0.931,-5.336,0.0469,0.0025,0.0819,0.246,0.617,104.05,3f7OyfSoDbQC0LRDQiytPp,244293
0.639,0.715,-8.954,0.0392,0.0243,0.000552,0.619,0.813,128.072,04caEZhAsQKnWqKsMwk9ud,238853
0.231,0.919,-6.182,0.0722,0.00313,0.00442,0.0643,0.128,146.94,78tgXRq9Q6tPNP9hKCpgwB,300720
0.659,0.792,-7.101,0.0301,0.0186,0.0407,0.102,0.467,108.011,0BPKqNWOKQam19tKWoZQwu,261133
0.437,0.676,-5.607,0.0253,0.0104,0.00456,0.145,0.444,86.832,3zOvCNuRh0hX0Bua4eWJbs,274573
0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,086myS9r57YsLbJpU0TgK9,161124
0.579,0.558,-6.986,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,7nzsY8vlnKdvGOEE0rjAXZ,207357
0.728,0.638,-6.455,0.0336,0.249,0.0,0.116,0.872,130.014,0NdTUS4UiNYCNn5FgVqKQY,193030
0.433,0.854,-3.868,0.0483,0.000336,0.000177,0.162,0.368,89.4,4j4GOtjzdDux57p39vJPnz,277840
0.452,0.873,-4.867,0.0613,0.000519,0.0,0.0592,0.433,80.473,2xlG9mnVa52SKAzsxDctbM,222027
0.341,0.662,-5.023,0.0335,0.105,0.0,0.113,0.2,174.875,72ZG3Ay0unYpQFaYyYiaKX,334907
0.423,0.845,-3.509,0.0559,0.143,5.07e-06,0.213,0.317,116.602,3zwmW1gM4E8FlHXV5nE16u,278973
0.432,0.781,-4.038,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,66hayvUbTotekKU3H4ta1f,250286
0.554,0.768,-5.812,0.127,0.0126,7.13e-06,0.122,0.324,99.679,3EofjRgUI1WrzqqtLb8NoF,215107
0.834,0.969,-3.383,0.063,0.0558,0.000723,0.0635,0.928,125.985,6E7oFW7xTK6Ghucsq6tMUj,169617
0.486,0.617,-7.115,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,3Fcfwhm8oRrBvBZ8KGhtea,242373
0.659,0.812,-7.499,0.0487,0.23,0.0,0.0951,0.888,83.014,0gPQTLaqHDgdupKEok7J2x,235133
0.558,0.924,-2.312,0.0367,0.0887,0.00326,0.263,0.344,117.111,39badcyKTjOtBvv4aywpfs,256960
0.78,0.768,-4.325,0.238,0.0371,2.34e-06,0.518,0.507,80.063,3UmaczJpikHgJFyBTAJVoz,404107
0.658,0.863,-4.64,0.0255,0.0144,0.000193,0.2,0.496,129.972,619bJQ9uDi8dnXzLebFI7y,189000
0.467,0.988,-3.313,0.112,0.000152,0.0484,0.28,0.321,130.433,70wYA8oYHoMzhRRkARoMhU,220427
0.693,0.43,-9.395,0.0442,0.565,0.0,0.0928,0.731,151.001,03yc0G2OoH1Eeyu7Piy8fK,243494
0.595,0.489,-6.66,0.0271,0.497,0.0,0.119,0.0902,120.315,1MTQHCpraD4S8g5PAFKzoj,269973
0.648,0.671,-8.49,0.104,0.0348,0.0,0.376,0.533,122.891,2Uy6EhQXAYkXA6MohPgjpV,235467
0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,7w87IxuO7BDcJ3YUqCyMTT,239600
0.747,0.861,-5.251,0.0514,0.113,0.0,0.026,0.859,103.966,1TwLKNsCnhi1HxbIi4bAW0,190240
0.581,0.928,-5.017,0.0337,0.000197,5.94e-06,0.141,0.602,129.998,7BlLbkZ4qBdGSHKpf2TLXa,217658
0.593,0.891,-5.164,0.0323,0.00176,0.00662,0.187,0.333,120.017,2cAdLCsWEuM4bDXyk3pwoK,157591
0.751,0.897,-3.598,0.0468,0.00957,2.88e-05,0.329,0.482,119.97,2cNjgoSh1TBHFQIhfzRJUE,260697
0.636,0.798,-4.7,0.0422,0.000221,1.03e-05,0.0315,0.86,122.004,7dKuQFCzfHZCUItVXuWMRG,173120
0.629,0.923,-3.925,0.034,0.00245,1.83e-05,0.127,0.686,97.148,6Sga6pI24IgsBCts856oi3,217667
0.608,0.971,-3.893,0.0293,1.52e-05,0.044,0.0449,0.962,125.936,7gWDOWKnR42jlpOOEGOAZ7,162000
0.72,0.956,-3.559,0.0603,0.00363,0.0,0.338,0.733,127.979,5U7MuMIZc8SttxACWi85Xv,203013
0.695,0.873,-5.722,0.0392,0.00163,0.000198,0.154,0.799,110.021,3mtD9289UiIcGWu6BOvS1t,208773
0.572,0.817,-6.23,0.0285,0.0496,1.95e-05,0.105,0.736,99.023,0dcEYxnV7CmSfEiyHdAaS0,252267
0.419,0.677,-6.183,0.0343,0.00101,9.99e-05,0.211,0.684,127.678,1GqlvSEtMx5xbGptxOTTyk,303587
0.63,0.788,-6.7,0.0298,0.00322,0.0237,0.0883,0.63,120.059,0OBwxFLu6Yj61s2OagYbgY,241080
0.765,0.847,-6.629,0.0308,0.182,0.0017,0.0401,0.861,128.505,58rOG3IdxaUdoTXQEqFtHD,180427
0.475,0.429,-10.577,0.0367,0.311,0.0,0.376,0.34,108.034,1Vp8U39YNsDfd6yVuaUq12,236653
0.574,0.91,-3.813,0.0371,0.0261,0.00219,0.209,0.611,122.987,24iUpyUeGv6AoikfxpRofO,226227
0.587,0.603,-13.399,0.0437,0.0189,0.0,0.0967,0.878,98.114,2dV6oLMaJjV15KCVzcWLbF,172973
0.575,0.67,-10.39,0.0318,0.343,4.95e-06,0.129,0.74,139.191,4yugZvBYaoREkJKtbG08Qr,211578
0.765,0.476,-13.487,0.0329,0.0504,2.76e-06,0.165,0.965,114.02,7gSQv1OHpkIoAdUiRLdmI6,178360
0.634,0.886,-3.988,0.0329,0.00453,0.00892,0.0397,0.756,126.558,0TBMx8wWJkwSEVSOJUn21e,225173
0.623,0.68,-13.255,0.0282,0.0056,0.000425,0.148,0.737,129.713,22CIOfLZB9z8He7WgHYAgH,237093
0.48,0.887,-4.91,0.0319,0.147,0.00011,0.33,0.69,92.971,5yRAFKdtf6CXxESXbXV1lp,232133
0.773,0.813,-4.609,0.0797,0.0331,3.77e-05,0.192,0.707,127.93,3VqiuUUlGRpByX8StPmqDB,199387
0.751,0.654,-13.91,0.0736,0.00479,0.217,0.649,0.736,127.977,0kaqp9HePbLHeO0Lb2y3ej,633853
0.683,0.645,-5.707,0.0272,0.589,0.00432,0.18,0.366,121.995,7GNLvWRG9itrCk0zarYKmQ,285000
0.573,0.887,-2.253,0.082,0.0195,0.0,0.331,0.723,124.965,21bcDSYGeCwkQ5VPt1Pgti,223280
0.657,0.981,-4.308,0.0729,0.0326,0.0481,0.17,0.743,125.121,3kh6KhEXyD0uOEBs6VGouE,184010
0.465,0.99,-2.636,0.0506,0.000654,0.969,0.572,0.2,127.904,0LeePwGhX8VmyWcdnmLdMP,210094
0.655,0.632,-4.802,0.0489,0.0189,0.0,0.0722,0.447,120.113,3bnVBN67NBEzedqQuWrpP4,188493
0.163,0.885,-4.623,0.0725,0.000202,0.0121,0.228,0.549,198.556,597i9UhHbW8hHgBUp8Tm54,343907
0.457,0.752,-8.121,0.09,0.00959,0.00136,0.0573,0.897,183.578,1szwDbVdIdoQq5mG5GXAmJ,179600
0.778,0.899,-6.552,0.0451,0.0028,0.0345,0.0263,0.881,119.995,3OOFEF20WqtsUPcRbPY3L7,204133
0.761,0.735,-8.171,0.043,0.0426,0.0838,0.0917,0.592,125.815,7aKWgpecgLEqisWcXPElDl,164267
0.489,0.892,-4.757,0.0786,0.000369,0.00293,0.411,0.598,137.93,1MHYAqWWdDRePmnqORynrq,160886
0.541,0.907,-4.512,0.0642,0.0158,0.000185,0.34,0.434,80.029,3IyCL4Em1GOpNGDf451Hg1,187653
0.486,0.904,-3.751,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734,23oxJmDc1V9uLUSmN2LIvx,198267
0.637,0.887,-5.444,0.227,0.707,0.00188,0.326,0.596,157.759,4GITtbZtRCQXhWLMXrWXHt,174507
0.673,0.902,-4.886,0.0553,0.0164,0.0145,0.269,0.704,97.007,6uXGLQkd9LkV7cD60oBuNs,225133
0.77,0.801,-4.182,0.0336,0.00375,0.00281,0.0515,0.725,130.76,46EOWTszdIfllYY4o6rjkY,233133
0.545,0.968,-3.553,0.0853,0.0387,0.00325,0.331,0.527,169.965,2Z5wXgysowvzl0nKGNGU0t,209386
0.696,0.886,-3.713,0.0291,0.0608,1.01e-06,0.585,0.801,112.52,4PwwyZBEkHcm4OTJThCzXi,189893
0.352,0.911,-5.23,0.0747,0.00121,0.0,0.0995,0.236,148.033,003vvx7Niy0yvhvHt4a68B,222973
0.685,0.89,-3.943,0.253,0.00183,0.0107,0.0473,0.878,104.919,7qFEFcjmSAtODGtLYqraCq,248267
0.332,0.683,-7.679,0.0491,0.0322,6.51e-06,0.342,0.419,88.522,6IAVxNFi1W88UhDeyvOsdo,255600
0.616,0.91,-3.004,0.0386,0.0459,0.0,0.343,0.693,144.072,3RlsVPIIs5KFhLFhxZ4iDF,252040
0.804,0.694,-6.382,0.0634,0.0751,0.000554,0.0859,0.436,128.016,14GIq7M3Z80Swf3Ze3j4lu,190522
0.926,0.669,-11.271,0.301,0.0051,0.0,0.0887,0.642,128.462,1SAkL1mYNJlaqnBQxVZrRl,262827
0.636,0.815,-5.098,0.0581,0.0185,0.0,0.163,0.636,123.063,5tf1VVWniHgryyumXyJM7w,219043
0.585,0.564,-7.063,0.0515,0.0671,0.0,0.135,0.137,113.003,7fBv7CLKzipRk6EC6TWHOB,242253
0.693,0.727,-5.364,0.0749,0.00365,0.0,0.0576,0.746,121.937,2dyyOwe0KxTZTJjjXDeLmU,194773
0.752,0.754,-6.684,0.0615,0.0151,0.0,0.0486,0.755,149.789,5jsw9uXEGuKyJzs0boZ1bT,206880
0.673,0.842,-4.666,0.039,0.0248,0.0,0.294,0.509,121.986,0wsXdby1T3PWLauIkGUZzg,205474
0.579,0.736,-3.863,0.0527,0.31,0.0,0.198,0.613,127.999,2P4OICZRVAQcYAV2JReRfj,230613
0.579,0.68,-5.634,0.076,0.0157,0.0,0.0699,0.211,100.033,4tg1G3X26wDTmQbipgxhp5,200240
0.603,0.494,-10.27,0.0301,0.428,0.000171,0.0894,0.729,147.814,6TNNMVpOgn8K5NoDC7alG6,214960
0.643,0.726,-9.314,0.0255,0.000772,0.00969,0.07,0.925,100.687,56SkdBKyR2zOkjk6wVFI9s,308333
0.593,0.67,-11.96,0.034,0.0119,4.52e-05,0.0649,0.547,120.102,5b0eLEc1mIPyYnjuWHqk67,202227
0.885,0.664,-11.795,0.0524,0.145,0.0483,0.0767,0.906,121.632,3K7Q9PHUWPTaknlbFPThn2,298867
0.511,0.815,-3.14,0.144,0.0491,0.0,0.0826,0.586,154.514,1bCmvezFg5MRcENzCGG1Cy,215307
0.661,0.833,-4.466,0.0822,0.229,0.0,0.346,0.635,93.989,6KEdjhTORrn8HOVeuABlUg,202632
0.672,0.747,-7.708,0.0904,0.0428,0.0,0.102,0.742,169.981,4L0nc0tHfDjr3HlAm1EFeu,215147
0.706,0.775,-5.218,0.0468,0.0138,1.04e-06,0.151,0.882,81.04,64yn6T5miWO6E408RmBsd7,206334
0.707,0.751,-6.519,0.0907,0.309,0.0,0.344,0.82,158.099,6M0Ef3mfbK34lw9QxV1LFK,191280
0.489,0.649,-5.11,0.0336,0.000603,0.713,0.101,0.77,158.009,57Xjny5yNzAcsxnusKmAfA,219827
0.717,0.455,-8.303,0.0276,0.0846,0.0,0.11,0.389,127.812,2ixsaeFioXJmMgkkbd4uj1,200733
0.537,0.757,-3.374,0.0274,0.473,0.0,0.341,0.421,103.882,2vzMWO0T008m86yDnXwkII,196400
0.931,0.801,-10.725,0.0548,0.496,0.379,0.0563,0.971,119.533,4qlfHfF422rd3I1FOs6N4s,132040
0.479,0.744,-6.399,0.0325,0.0247,1.2e-06,0.168,0.318,103.057,0rsqwyDLMGwE55CM5BAf1L,227240
0.443,0.769,-5.529,0.0312,0.00138,0.0,0.0677,0.17,147.973,3nlT74t8h4XlV1D72pErhj,268693
0.722,0.869,-4.525,0.107,0.561,0.000765,0.447,0.64,95.02,57FmgryMQDg7fxbyR65dcT,231733
0.357,0.924,-6.023,0.111,0.0726,2.12e-05,0.503,0.48,159.184,3Dc71oZfmiB3FfNlz3GaTu,211467
0.561,0.897,-3.974,0.0306,0.00318,0.00623,0.248,0.599,103.461,4T7fVN4ZOFE3JoGyaxZL6O,255160
0.677,0.626,-7.206,0.0342,0.0751,3.15e-06,0.0876,0.83,102.504,72cup8iCf47ZLhbwikWk4H,162720
0.654,0.959,-2.001,0.0787,0.0416,0.00222,0.0993,0.961,183.923,0eMmwSfos94bIabNba0fGm,219629
0.608,0.788,-5.272,0.077,0.0266,0.0,0.116,0.309,97.391,4Dxv7O0Be5r0cOhafRcpnB,212393
0.51,0.931,-6.617,0.0461,0.0235,0.0137,0.314,0.393,126.006,2wglBocLGbHUITXRp8Wi7q,245840
0.722,0.851,-3.873,0.0639,0.0319,0.0,0.108,0.452,126.885,5yDL13y5giogKs2fSNf7sj,197936
0.676,0.858,-6.698,0.0391,0.00148,0.673,0.307,0.0371,128.011,7vKfym6hgeJxxyyVpiXBBX,303040
0.32,0.62,-9.686,0.0594,0.64,6.36e-05,0.253,0.472,86.327,6lFZbCc7pn6Lme1NP7qQqQ,448720
0.504,0.957,-2.657,0.0529,0.00298,0.0,0.187,0.676,135.013,5ynWvN3bQymHVThxutO4hG,205627
0.671,0.672,-10.179,0.0805,0.0308,0.0,0.37,0.423,95.028,14H1bTZuAkUFbtQIpTEt1Q,235373
0.621,0.987,-3.433,0.121,0.0199,0.843,0.518,0.336,117.004,1eDZCG3EvAb6FePkUGogVc,361400
0.568,0.844,-5.875,0.0505,0.000189,0.0,0.0607,0.766,116.046,1HNE2PX70ztbEl6MLxrpNL,207093
0.516,0.745,-5.674,0.0381,0.138,0.0,0.114,0.77,177.781,4sHOAALFZiNa4wukjPSBpq,235147
0.585,0.903,-3.776,0.0317,0.0269,0.000885,0.104,0.302,125.05,5RpBxyFUEGdG1r10PKSY6X,187270
0.811,0.699,-5.211,0.114,0.0726,1.38e-06,0.148,0.733,122.987,63CSozvYUEudPp12679UVF,214789
0.599,0.856,-5.816,0.0398,0.14,0.812,0.116,0.385,125.993,3XLboRnBXwq30E2vbf3IrO,292293
0.497,0.882,-5.621,0.0412,0.00151,7.11e-06,0.139,0.922,76.481,6szw2Y2ywtth0oc7ODN3Tz,206467
0.651,0.904,-3.761,0.0332,0.239,7.42e-06,0.113,0.586,115.023,5hM20ZilOtrlLM4wKJpFq9,226720
0.69,0.743,-6.329,0.0899,0.00456,0.0019,0.331,0.386,118.025,0ATencY1wVgDTbznelCtEm,210653
0.611,0.692,-7.163,0.0393,0.00121,0.00248,0.095,0.464,122.98,4kRmflp1EnzKEaFgBj6DuB,228201
0.637,0.89,-5.419,0.0373,0.00179,0.0195,0.432,0.592,124.971,02m68iGOWoVctNQQS8qoZd,192827
0.67,0.939,-2.06,0.0427,0.0463,1.1e-06,0.335,0.264,127.946,4f3uZW3Wc1uO2cN4WJs5nu,209533
0.573,0.929,-3.942,0.109,0.197,0.000112,0.0567,0.582,127.934,24LS4lQShWyixJ0ZrJXfJ5,212560
0.626,0.968,-6.014,0.0462,0.0205,0.0,0.321,0.176,128.969,1SJWKuVWzg2mXY6dMp9Rsp,229173
0.662,0.819,-4.609,0.124,0.00537,0.0,0.0498,0.801,122.951,0Xm1uwAeW0ujb1AWRgZOdT,210200
0.711,0.739,-6.13,0.0748,0.103,1.16e-05,0.356,0.456,127.938,0k5fY8c9fwMdnE1nSlp0Rw,185880
0.561,0.836,-3.939,0.1,0.0525,0.0,0.136,0.517,127.923,6OPZtIV3uoZQT1YkoiEQH9,226987
0.538,0.719,-6.031,0.0456,0.00107,0.000171,0.247,0.45,130.05,4hieclGAWyHDZdRgREPMDs,185787
0.666,0.967,-5.301,0.0418,0.00277,0.00113,0.212,0.729,113.23,3puxSKGpb1QpkF8uQsVBQH,208933
0.552,0.645,-6.595,0.0268,0.00187,1.38e-06,0.0424,0.588,89.518,1t1NX1DJQDcmZA0lvCnFjC,299733
0.611,0.754,-5.035,0.366,0.116,0.0,0.0945,0.565,126.961,2uiEqPjMmIJXOKplzsEASP,290267
0.637,0.774,-4.683,0.0323,0.0702,0.0,0.0521,0.289,128.034,5xZD3yLZ31r1z0GcdKfsyr,257054
0.6,0.968,-2.444,0.0329,0.301,1.88e-06,0.19,0.635,123.02,71eRCfoq3g4qeLNcR75Hig,271441
0.579,0.928,-4.344,0.0411,0.000715,0.0,0.18,0.882,95.594,1fJFuvU2ldmeAm5nFIHcPP,171533
0.551,0.598,-6.79,0.27,0.15,0.0,0.299,0.612,78.756,2JpUkUR0OsOlUUfm6iS8ic,230613
0.833,0.9,-3.063,0.0404,0.00361,0.00542,0.0961,0.841,128.0,0jYhJGD4kHUX0pyU60Eo2F,218659
0.587,0.801,-5.775,0.0435,0.00386,1.13e-06,0.0842,0.603,155.969,4LLxcduwkwYBS8uDJeUh1P,181866
0.783,0.836,-3.007,0.0604,0.0458,0.0502,0.0764,0.723,123.004,4owbJfCN73rJQAgQ7HMBBH,224107
0.756,0.578,-3.886,0.0386,0.011,0.00645,0.127,0.955,102.96,2PeKCn8NSGQXAHONaCh3wB,280427
0.495,0.894,-4.89,0.102,0.136,0.0,0.106,0.777,168.062,43LdgobPlcCc5g9Kmactvy,274360
0.483,0.819,-4.689,0.0414,0.00121,0.0,0.224,0.518,89.029,4Iwg7gerI3dpSZw7J8PV30,186874
0.646,0.601,-5.446,0.0737,0.0154,0.0,0.0832,0.659,80.031,37k7igIs7IrMVUadwWKHJ6,206707
0.383,0.918,-4.543,0.0551,0.0813,2.86e-05,0.148,0.576,121.396,4nzUclEJiSUwQQcCCEbNAA,173325
0.707,0.777,-5.586,0.0511,0.00107,0.696,0.143,0.652,125.01,0kFvd75b99kZjvcuXtbbVh,266925
0.602,0.835,-2.402,0.0556,0.0315,2.77e-06,0.0861,0.373,80.012,6jQImoi2CbZoDFAbIqP5Xg,233760
0.74,0.807,-4.788,0.0796,0.106,0.0,0.124,0.836,130.018,4hD933efX19LFMFApNQTex,236153
0.752,0.872,-4.186,0.117,0.12,0.0,0.234,0.677,123.888,4HQ9gXAtONKs8NCM0MFUTu,195960
0.739,0.78,-3.942,0.143,0.345,0.0,0.0973,0.79,131.04,4viUsO0ZnlZrVCM945K6on,242973
0.679,0.576,-6.609,0.0402,0.261,0.000113,0.366,0.348,154.09,0j0DNujXWeupLpZobbABoo,236683
0.543,0.876,-5.069,0.0512,0.0606,0.0,0.157,0.415,122.058,6ctWstoouxCcvuTsd4cHNS,268840
0.891,0.628,-7.863,0.0551,0.00258,0.00019,0.0504,0.552,134.966,0wwPcA6wtMf6HUMpIRdeP7,267067
0.428,0.559,-6.374,0.067,0.395,3.56e-05,0.136,0.607,86.459,6RB9YvNyP0RZfCUcMtZELH,162467
0.673,0.788,-7.636,0.0566,0.0132,4.69e-05,0.104,0.408,122.978,7aVG4mx83UDaczEmz1N1g3,215124
0.68,0.85,-2.785,0.0661,0.207,1.98e-06,0.339,0.71,124.942,1qp0ptMXNg9hqLH8sk7cc2,202213
0.662,0.733,-5.83,0.0286,0.0128,2.23e-06,0.0799,0.566,126.06,74OPbAeDYrpKJL4IlBiHxm,210960
0.55,0.925,-4.573,0.0882,0.0352,0.000179,0.29,0.358,121.823,3sFCrYlKCEnrTRfXEafPai,177320
0.338,0.963,-2.582,0.162,0.0198,0.00459,0.194,0.621,179.6,4JVoWp6UiUmqdKRlWEshxk,198719
0.641,0.922,-3.48,0.074,0.0228,0.0,0.368,0.559,124.995,6zKwlhd7a81zm5CLrBjT1k,212600
0.682,0.897,-4.396,0.0347,0.0014,2.95e-06,0.0713,0.571,105.009,0fn2Rjp7BOv2dFslMPoCO5,215273
0.446,0.239,-13.945,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,18AXbzPzBS8Y3AkgSxzJPb,336453
0.482,0.849,-9.198,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,5ZBeML7Lf3FMEVviTyvi8l,155227
0.771,0.569,-4.621,0.229,0.0265,0.0,0.216,0.679,59.494,09C5fO5WYeCLJsrEcrSEpF,311920
0.507,0.93,-1.015,0.0803,0.21,0.000455,0.362,0.568,111.899,7AeYomUuCNb965CWyfLTjK,222080
0.659,0.973,-4.356,0.0958,0.00373,0.000545,0.241,0.556,126.969,6ACGBCJXHLo4HlVsechd3d,272080
0.694,0.712,-3.923,0.046,0.132,0.0,0.211,0.799,98.023,1rIKgCH4H52lrvDcz50hS8,201122
0.503,0.785,-6.571,0.0743,0.295,0.0,0.744,0.734,91.464,0LWINYMC4s8QTdDSb1B3Q3,247333
0.774,0.753,-5.446,0.0517,0.152,0.0,0.0371,0.896,119.002,76hfruVvmfQbw0eYn1nmeC,219147
0.712,0.614,-5.724,0.231,0.000342,0.0,0.397,0.488,78.011,3ZE7iGztE5MnDoG7fJfUlg,258640
0.781,0.908,-3.722,0.0671,0.0411,0.000485,0.276,0.503,126.011,5lp4I2dkG5UqtMMvlT5O2I,310962
0.474,0.919,-3.495,0.11,0.000249,0.0,0.121,0.343,128.095,3dTqL2Bdpi10XZJr5LvpJT,198750
0.497,0.717,-4.224,0.0303,0.201,0.0,0.0458,0.771,168.999,5v1bA7NmQcQHvH9IDkeeF4,196952
0.648,0.814,-5.315,0.0388,2.71e-05,0.816,0.0701,0.981,140.047,6WQZwkDfge5bt9WSEIaUSI,168040
0.745,0.958,-9.664,0.0287,0.0813,0.324,0.533,0.96,129.962,3cqZlRpC4lOnxUE7HE3N5k,268864
0.791,0.626,-8.595,0.0469,0.0877,0.0,0.177,0.58,131.075,0nd9Z5N7be0oGh3lx8aUZk,224768
0.822,0.751,-4.634,0.0377,0.0699,0.0,0.104,0.875,112.019,7LXHbuiVAQd9b4C7g9aYpS,199297
0.58,0.988,-3.366,0.11,0.136,0.0,0.953,0.505,127.032,0PVVdjDX248myMhX9gQSMP,200315
0.437,0.95,-5.818,0.0421,0.000325,0.949,0.298,0.346,127.995,2jMrJp6GjAaN1XsbB4z8Da,170000
0.66,0.822,-6.263,0.0832,0.00833,0.0579,0.167,0.226,128.022,0BNVCxgmdhUk3pP2oaLkbL,238125
0.689,0.922,-4.56,0.0372,0.0143,0.0,0.335,0.72,103.975,3uD4aRM8QoEAAhwpOke7QU,247867
0.939,0.745,-4.084,0.148,0.0293,0.000114,0.0497,0.784,101.026,3z6WOgxwEcfF9mn4crIQaK,271520
0.536,0.832,-3.762,0.041,0.00768,0.0,0.054,0.175,130.069,69mlHIPayAZVzC32RaVty5,216923
0.413,0.622,-9.797,0.038,0.0154,0.00231,0.578,0.16,130.073,1HJ8bhxDuW0XC2Au3iG7U9,162423
0.607,0.835,-5.427,0.0415,0.0588,4.71e-05,0.195,0.719,144.087,1mvyqSb1tOvtVP1qfWEyPa,193120
0.871,0.701,-5.594,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,5r5cp9IpziiIsR6b93vcnQ,198440
0.642,0.821,-4.214,0.0846,0.00684,0.00181,0.322,0.434,128.056,6kKFDTswCGDmroAjQlUN2n,233600
0.761,0.939,-2.714,0.0463,0.000797,0.724,0.317,0.218,127.998,3D5Or5cnuSQ9IBnRTdjhGX,255000
0.637,0.736,-6.003,0.0404,0.0123,0.14,0.0798,0.643,130.015,0pjMTISKHTJkogN1BPZxaC,286347
0.698,0.842,-3.971,0.231,0.542,1.62e-06,0.17,0.945,167.98,1n3zxreoEYtfbqxw9dKGM1,206485
0.907,0.859,-3.969,0.28,0.282,0.0,0.0676,0.853,116.925,79Ot5mE1cG9Ge4YQKAJT1d,209373
0.661,0.908,-4.897,0.039,0.052,0.0,0.0708,0.656,144.091,6OnfBiiSc9RGKiBKKtZXgQ,296080
0.549,0.947,-5.141,0.0702,0.00191,0.0322,0.333,0.38,139.747,2JjDgorBAd8Er6IS5Weyok,213413
0.725,0.874,-3.715,0.0396,0.00262,0.000412,0.0958,0.748,127.985,1KtD0xaLAikgIt5tPbteZQ,247933
0.766,0.663,-9.384,0.31,0.0604,0.0,0.752,0.621,84.398,4ZQkQ2VUTkfBm3OTRSngPF,250347
0.626,0.784,-3.874,0.0515,0.0372,0.0,0.182,0.555,120.031,1Z5L1sgdPUPfcuxsfaYzcB,190000
0.602,0.839,-3.561,0.0389,0.0141,0.0083,0.0897,0.402,126.001,6h9xi8i9zVOXk5FqGqcBNH,228987
0.778,0.576,-5.581,0.0358,0.000147,4.83e-05,0.383,0.735,128.003,2OmXKnBU4bYj2PPdPzAOyX,286293
0.817,0.585,-4.688,0.0301,0.439,0.0,0.147,0.916,105.014,4KoecuyOpZaNFZ0UqVsllc,218440
0.571,0.903,-2.184,0.214,0.0615,1.23e-06,0.186,0.477,127.951,7L59vVTpoS94JU3KEeolqt,206320
0.588,0.568,-9.766,0.0672,0.16,0.0,0.0792,0.952,106.938,4pNiE4LCVV74vfIBaUHm1b,232760
0.682,0.605,-10.771,0.0403,0.185,0.00326,0.0469,0.914,125.96,241RmK77gecJ1y7jOoQ5lu,171360
0.74,0.322,-9.26,0.0399,0.551,0.000763,0.17,0.629,102.889,5zQyqgNXKzhifkivumzxDS,175853
0.631,0.69,-6.676,0.0531,0.176,0.0,0.121,0.938,94.574,4TBBPZks71c60whhq0PgdP,181067
0.681,0.373,-13.2,0.0568,0.633,0.00113,0.0751,0.623,123.423,0DcrhZ12WcCqruCs8ibXSf,164733
0.845,0.567,-8.118,0.0956,0.59,0.00142,0.0811,0.793,125.02,4B0JvthVoAAuygILe3n4Bs,205680
0.638,0.924,-3.887,0.036,0.00205,0.000175,0.149,0.53,111.995,69uxyAqqPIsUyTO8txoP2M,263787
0.745,0.869,-4.375,0.0444,0.00193,0.0,0.0799,0.814,104.015,4lqEFIB9YZl8BwR99L5H3b,168641
0.688,0.702,-4.792,0.0499,0.0215,0.0,0.128,0.74,94.006,6Knv6wdA0luoMUuuoYi2i1,192191
0.718,0.808,-7.652,0.0473,0.0299,0.00414,0.225,0.309,100.033,3FWPoYBDserKdzcattMFGa,225813
0.664,0.705,-4.972,0.0382,0.0654,0.0,0.115,0.477,122.017,6sy3LkhNFjJWlaeSMNwQ62,257840
0.532,0.869,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803,1i1fxkWeaMmKEB4T7zqbzK,208373
0.569,0.635,-7.382,0.0461,0.0492,0.0,0.0569,0.363,128.085,2ndF5ctDJrYK3eJhRbp1jO,217040
0.529,0.967,-3.647,0.0508,0.114,0.0,0.61,0.596,140.127,0UFDKFqW2oGspYeYqo9wjA,166373
0.553,0.872,-5.617,0.0374,0.00109,0.00115,0.0988,0.543,106.927,0VbOBom0Ya2zrlSpv7II1C,174913
